well_id,sample_date,tritium_pci_l
MW-03,1995-12-31,26256.6
MW-03,1996-03-31,26810.8
MW-03,1996-06-30,22217.1
MW-03,1996-09-30,24496.9
MW-03,1996-12-31,22204.6
MW-03,1997-03-31,25551.0
MW-03,1997-06-30,33924.7
MW-03,1997-09-30,28422.2
MW-03,1997-12-31,27977.5
MW-03,1998-03-31,25024.5
MW-03,1998-06-30,19098.8
MW-03,1998-09-30,21175.9
MW-03,1998-12-31,21134.2
MW-03,1999-03-31,20730.6
MW-03,1999-06-30,24683.4
MW-03,1999-09-30,21020.9
MW-03,1999-12-31,22867.9
MW-03,2000-03-31,24757.0
MW-03,2000-06-30,23740.2
MW-03,2000-09-30,19762.2
MW-03,2000-12-31,17070.4
MW-03,2001-03-31,21500.1
MW-03,2001-06-30,18946.6
MW-03,2001-09-30,17461.0
MW-03,2001-12-31,20457.7
MW-03,2002-03-31,18291.6
MW-03,2002-06-30,18981.0
MW-03,2002-09-30,19331.8
MW-03,2002-12-31,16477.4
MW-03,2003-03-31,19487.1
MW-03,2003-06-30,17879.7
MW-03,2003-09-30,20125.3
MW-03,2003-12-31,16825.9
MW-03,2004-03-31,18223.0
MW-03,2004-06-30,15741.2
MW-03,2004-09-30,17608.1
MW-03,2004-12-31,15093.5
MW-03,2005-03-31,12841.0
MW-03,2005-06-30,16792.0
MW-03,2005-09-30,18000.3
MW-03,2006-03-31,14328.5
MW-03,2006-06-30,18271.2
MW-03,2006-09-30,13159.2
MW-03,2006-12-31,13315.9
MW-03,2007-03-31,13968.2
MW-03,2007-06-30,13438.4
MW-03,2007-09-30,15338.2
MW-03,2007-12-31,15648.0
MW-03,2008-03-31,15125.8
MW-03,2008-06-30,14636.8
MW-03,2008-09-30,16099.6
MW-03,2008-12-31,12988.2
MW-03,2009-03-31,13629.1
MW-03,2009-06-30,12606.2
MW-03,2009-09-30,10538.2
MW-03,2009-12-31,13240.9
MW-03,2010-03-31,12727.3
MW-03,2010-06-30,9561.9
MW-03,2010-09-30,11838.5
MW-03,2010-12-31,10665.3
MW-03,2011-03-31,12059.2
MW-03,2011-06-30,11895.2
MW-03,2011-09-30,10673.5
MW-03,2011-12-31,10081.5
MW-03,2012-03-31,10419.5
MW-03,2012-06-30,10552.4
MW-03,2012-09-30,9342.4
MW-03,2012-12-31,10272.3
MW-03,2013-03-31,8594.6
MW-03,2013-06-30,8098.5
MW-03,2013-09-30,12392.4
MW-03,2013-12-31,9170.6
MW-03,2014-03-31,9061.8
MW-03,2014-06-30,8577.1
MW-03,2014-09-30,8709.6
MW-03,2014-12-31,9746.9
MW-03,2015-03-31,8894.9
MW-03,2015-06-30,9910.2
MW-03,2015-09-30,8566.8
MW-03,2015-12-31,6907.8
MW-04,1982-03-31,365.7
MW-04,1982-06-30,391.2
MW-04,1982-09-30,380.0
MW-04,1983-06-30,382.3
MW-04,1983-09-30,309.9
MW-04,1983-12-31,339.1
MW-04,1984-03-31,322.5
MW-04,1984-06-30,341.5
MW-04,1984-09-30,327.1
MW-04,1984-12-31,335.7
MW-04,1985-03-31,361.3
MW-04,1985-06-30,324.7
MW-04,1985-09-30,346.6
MW-04,1985-12-31,370.5
MW-04,1986-03-31,313.3
MW-04,1986-06-30,349.0
MW-04,1986-09-30,350.5
MW-04,1986-12-31,373.1
MW-04,1987-03-31,306.8
MW-04,1987-06-30,331.7
MW-04,1987-09-30,339.7
MW-04,1987-12-31,350.0
MW-04,1988-03-31,298.0
MW-04,1988-06-30,341.1
MW-04,1988-09-30,338.1
MW-04,1988-12-31,338.6
MW-04,1989-03-31,323.2
MW-04,1989-06-30,348.8
MW-04,1989-09-30,349.0
MW-04,1989-12-31,279.0
MW-04,1990-03-31,328.6
MW-04,1990-06-30,301.7
MW-04,1990-09-30,359.1
MW-04,1990-12-31,317.6
MW-04,1991-03-31,321.5
MW-04,1991-06-30,370.4
MW-04,1991-09-30,350.0
MW-04,1991-12-31,307.5
MW-04,1992-03-31,358.2
MW-04,1992-06-30,329.2
MW-04,1992-09-30,324.5
MW-04,1992-12-31,301.8
MW-04,1993-03-31,324.8
MW-04,1993-06-30,369.1
MW-04,1993-09-30,323.0
MW-04,1993-12-31,304.1
MW-04,1994-03-31,326.9
MW-04,1994-06-30,342.3
MW-04,1994-09-30,357.1
MW-04,1994-12-31,319.0
MW-04,1995-03-31,356.4
MW-04,1995-06-30,309.3
MW-04,1995-09-30,380.7
MW-04,1995-12-31,375.1
MW-04,1996-03-31,333.0
MW-04,1996-06-30,369.3
MW-04,1996-09-30,407.1
MW-04,1996-12-31,377.0
MW-04,1997-03-31,349.0
MW-04,1997-06-30,347.7
MW-04,1997-09-30,329.8
MW-04,1997-12-31,359.5
MW-04,1998-03-31,360.5
MW-04,1998-06-30,353.2
MW-04,1998-09-30,396.1
MW-04,1998-12-31,349.5
MW-04,1999-03-31,264.7
MW-04,1999-06-30,376.8
MW-04,1999-09-30,415.5
MW-04,1999-12-31,320.7
MW-04,2000-03-31,324.0
MW-04,2000-06-30,313.0
MW-04,2000-09-30,355.7
MW-04,2000-12-31,336.2
MW-04,2001-03-31,366.9
MW-04,2001-06-30,382.9
MW-04,2001-09-30,330.4
MW-04,2001-12-31,322.8
MW-04,2002-03-31,363.9
MW-04,2002-06-30,372.1
MW-04,2002-09-30,368.0
MW-04,2002-12-31,375.2
MW-04,2003-03-31,336.0
MW-04,2003-06-30,305.3
MW-04,2003-09-30,322.2
MW-04,2003-12-31,356.9
MW-04,2004-03-31,308.9
MW-04,2004-06-30,300.1
MW-04,2004-09-30,299.2
MW-04,2004-12-31,297.3
MW-04,2005-03-31,353.4
MW-04,2005-06-30,355.8
MW-04,2005-09-30,322.1
MW-04,2005-12-31,334.0
MW-04,2006-03-31,266.6
MW-04,2006-06-30,331.4
MW-04,2006-09-30,333.0
MW-04,2006-12-31,329.4
MW-04,2007-03-31,308.8
MW-04,2007-06-30,328.8
MW-04,2007-09-30,347.9
MW-04,2007-12-31,334.0
MW-04,2008-06-30,339.6
MW-04,2008-09-30,345.2
MW-04,2008-12-31,298.3
MW-04,2009-03-31,291.9
MW-04,2009-06-30,358.6
MW-04,2009-09-30,395.8
MW-04,2009-12-31,369.9
MW-04,2010-03-31,330.4
MW-04,2010-06-30,322.4
MW-04,2010-09-30,297.2
MW-04,2010-12-31,374.4
MW-04,2011-03-31,369.2
MW-04,2011-06-30,329.4
MW-04,2011-09-30,330.3
MW-04,2011-12-31,339.3
MW-04,2012-03-31,320.6
MW-04,2012-06-30,329.3
MW-04,2012-09-30,376.2
MW-04,2012-12-31,279.8
MW-04,2013-03-31,351.3
MW-04,2013-06-30,346.4
MW-04,2013-09-30,340.5
MW-04,2013-12-31,306.2
MW-04,2014-03-31,388.8
MW-04,2014-06-30,336.6
MW-04,2014-09-30,328.6
MW-04,2014-12-31,262.1
MW-04,2015-03-31,308.0
MW-04,2015-06-30,355.1
MW-04,2015-09-30,306.9
MW-04,2015-12-31,381.6
MW-05,1982-06-30,159.2
MW-05,1982-09-30,176.0
MW-05,1982-12-31,236.5
MW-05,1983-03-31,284.4
MW-05,1983-06-30,303.6
MW-05,1983-09-30,391.7
MW-05,1983-12-31,505.2
MW-05,1984-03-31,750.0
MW-05,1984-06-30,820.9
MW-05,1984-09-30,846.2
MW-05,1984-12-31,1068.9
MW-05,1985-03-31,1167.2
MW-05,1985-06-30,1502.0
MW-05,1986-03-31,2078.5
MW-05,1986-06-30,2527.4
MW-05,1986-09-30,2176.2
MW-05,1986-12-31,2760.8
MW-05,1987-06-30,3420.8
MW-05,1987-09-30,2790.5
MW-05,1987-12-31,4014.9
MW-05,1988-03-31,4993.9
MW-05,1988-06-30,4909.3
MW-05,1988-09-30,5441.8
MW-05,1988-12-31,6008.2
MW-05,1989-03-31,6202.4
MW-05,1989-09-30,7538.1
MW-05,1989-12-31,7495.8
MW-05,1990-03-31,8174.6
MW-05,1990-06-30,9013.2
MW-05,1990-09-30,8730.3
MW-05,1991-03-31,8655.7
MW-05,1991-06-30,9169.2
MW-05,1991-09-30,7746.6
MW-05,1991-12-31,9089.6
MW-05,1992-03-31,10192.1
MW-05,1992-06-30,10049.4
MW-05,1992-09-30,9767.4
MW-05,1992-12-31,10910.9
MW-05,1993-03-31,10882.9
MW-05,1993-06-30,9509.6
MW-05,1993-09-30,8390.4
MW-05,1993-12-31,9038.3
MW-05,1994-03-31,7116.8
MW-05,1994-06-30,8247.0
MW-05,1994-09-30,9633.8
MW-05,1994-12-31,6798.1
MW-05,1995-03-31,8084.9
MW-05,1995-06-30,7067.8
MW-05,1995-09-30,9797.9
MW-05,1995-12-31,8100.9
MW-05,1996-03-31,6942.7
MW-05,1996-06-30,7779.3
MW-05,1996-12-31,8717.1
MW-05,1997-03-31,6063.6
MW-05,1997-06-30,6123.8
MW-05,1997-09-30,7430.8
MW-05,1997-12-31,5458.6
MW-05,1998-03-31,7083.2
MW-05,1998-06-30,6227.8
MW-05,1998-09-30,7282.5
MW-05,1998-12-31,6749.7
MW-05,1999-03-31,6294.3
MW-05,1999-06-30,5691.9
MW-05,1999-09-30,6480.7
MW-05,1999-12-31,5846.3
MW-05,2000-03-31,6666.7
MW-05,2000-06-30,5184.4
MW-05,2000-09-30,7090.3
MW-05,2001-06-30,5802.6
MW-05,2001-09-30,5437.8
MW-05,2001-12-31,6222.8
MW-05,2002-03-31,5328.1
MW-05,2002-06-30,5433.5
MW-05,2002-09-30,4827.0
MW-05,2002-12-31,5993.6
MW-05,2003-03-31,5049.3
MW-05,2003-06-30,5513.2
MW-05,2003-09-30,5859.4
MW-05,2003-12-31,5369.7
MW-05,2004-03-31,4641.9
MW-05,2004-06-30,5072.2
MW-05,2004-09-30,5073.1
MW-05,2004-12-31,4974.7
MW-05,2005-03-31,4401.2
MW-05,2005-09-30,4490.7
MW-05,2005-12-31,4372.3
MW-05,2006-03-31,4550.3
MW-05,2006-06-30,3589.3
MW-05,2006-09-30,4162.8
MW-05,2006-12-31,3694.3
MW-05,2007-03-31,3260.6
MW-05,2007-06-30,4273.5
MW-05,2007-09-30,3418.8
MW-05,2007-12-31,3594.9
MW-05,2008-03-31,3771.8
MW-05,2008-06-30,3741.0
MW-05,2008-09-30,3989.8
MW-05,2008-12-31,2967.8
MW-05,2009-03-31,3879.1
MW-05,2009-06-30,3378.9
MW-05,2009-09-30,3699.2
MW-05,2010-03-31,4066.5
MW-05,2010-06-30,3451.5
MW-05,2010-09-30,3473.7
MW-05,2010-12-31,3537.8
MW-05,2011-03-31,2942.1
MW-05,2011-09-30,2829.2
MW-05,2011-12-31,3322.6
MW-05,2012-03-31,2769.2
MW-05,2012-06-30,3945.4
MW-05,2012-09-30,2938.7
MW-05,2012-12-31,2685.1
MW-05,2013-03-31,3515.5
MW-05,2013-06-30,2028.0
MW-05,2013-12-31,2929.8
MW-05,2014-03-31,3012.8
MW-05,2014-06-30,3384.3
MW-05,2014-09-30,2515.8
MW-05,2014-12-31,3220.9
MW-05,2015-03-31,2939.3
MW-05,2015-06-30,2495.1
MW-05,2015-09-30,2668.0
MW-05,2015-12-31,3106.8
MW-06,1982-03-31,354.3
MW-06,1982-06-30,405.5
MW-06,1982-09-30,371.4
MW-06,1982-12-31,329.9
MW-06,1983-06-30,245.4
MW-06,1983-09-30,319.4
MW-06,1983-12-31,381.7
MW-06,1984-03-31,333.8
MW-06,1984-09-30,309.1
MW-06,1984-12-31,286.3
MW-06,1985-03-31,319.0
MW-06,1985-06-30,375.5
MW-06,1985-09-30,397.4
MW-06,1985-12-31,357.6
MW-06,1986-03-31,350.8
MW-06,1986-06-30,368.1
MW-06,1986-09-30,329.8
MW-06,1986-12-31,350.6
MW-06,1987-03-31,330.1
MW-06,1987-06-30,298.9
MW-06,1987-09-30,310.1
MW-06,1987-12-31,353.2
MW-06,1988-03-31,371.8
MW-06,1988-06-30,356.9
MW-06,1988-09-30,351.2
MW-06,1989-03-31,335.7
MW-06,1989-06-30,374.2
MW-06,1989-09-30,330.3
MW-06,1989-12-31,396.0
MW-06,1990-03-31,263.3
MW-06,1990-06-30,371.2
MW-06,1990-09-30,355.4
MW-06,1990-12-31,344.0
MW-06,1991-03-31,427.6
MW-06,1991-09-30,437.7
MW-06,1991-12-31,372.1
MW-06,1992-03-31,323.9
MW-06,1992-06-30,382.1
MW-06,1992-09-30,354.6
MW-06,1992-12-31,404.0
MW-06,1993-03-31,321.0
MW-06,1993-06-30,356.1
MW-06,1993-09-30,381.1
MW-06,1993-12-31,417.3
MW-06,1994-03-31,323.9
MW-06,1994-06-30,349.1
MW-06,1994-09-30,371.8
MW-06,1994-12-31,314.5
MW-06,1995-03-31,351.4
MW-06,1995-06-30,341.7
MW-06,1995-09-30,386.4
MW-06,1995-12-31,372.1
MW-06,1996-03-31,419.2
MW-06,1996-06-30,459.7
MW-06,1996-09-30,365.6
MW-06,1996-12-31,343.7
MW-06,1997-06-30,369.3
MW-06,1997-09-30,363.8
MW-06,1998-03-31,411.8
MW-06,1998-06-30,344.1
MW-06,1998-09-30,374.0
MW-06,1998-12-31,362.2
MW-06,1999-03-31,375.1
MW-06,1999-06-30,342.5
MW-06,1999-09-30,378.9
MW-06,1999-12-31,359.0
MW-06,2000-03-31,310.7
MW-06,2000-06-30,404.4
MW-06,2000-09-30,305.2
MW-06,2000-12-31,288.5
MW-06,2001-03-31,312.3
MW-06,2001-06-30,418.2
MW-06,2001-09-30,381.7
MW-06,2001-12-31,412.6
MW-06,2002-03-31,347.3
MW-06,2002-06-30,407.6
MW-06,2002-09-30,335.5
MW-06,2002-12-31,332.4
MW-06,2003-03-31,341.4
MW-06,2003-06-30,355.2
MW-06,2003-09-30,238.4
MW-06,2003-12-31,389.9
MW-06,2004-03-31,359.6
MW-06,2004-06-30,326.4
MW-06,2004-09-30,404.3
MW-06,2004-12-31,280.9
MW-06,2005-06-30,349.9
MW-06,2005-09-30,338.4
MW-06,2005-12-31,358.6
MW-06,2006-03-31,429.2
MW-06,2006-09-30,380.9
MW-06,2006-12-31,368.9
MW-06,2007-03-31,316.7
MW-06,2007-06-30,381.4
MW-06,2007-09-30,401.0
MW-06,2007-12-31,394.7
MW-06,2008-06-30,318.7
MW-06,2009-03-31,346.3
MW-06,2009-09-30,318.9
MW-06,2009-12-31,350.8
MW-06,2010-03-31,282.5
MW-06,2010-06-30,365.9
MW-06,2010-09-30,287.2
MW-06,2010-12-31,382.2
MW-06,2011-03-31,340.9
MW-06,2011-06-30,325.1
MW-06,2011-09-30,322.0
MW-06,2011-12-31,386.0
MW-06,2012-03-31,365.9
MW-06,2012-06-30,387.5
MW-06,2012-09-30,348.1
MW-06,2012-12-31,375.4
MW-06,2013-03-31,368.7
MW-06,2013-06-30,350.6
MW-06,2013-09-30,383.6
MW-06,2013-12-31,386.7
MW-06,2014-03-31,339.4
MW-06,2014-06-30,338.0
MW-06,2014-09-30,339.1
MW-06,2014-12-31,382.4
MW-06,2015-06-30,333.2
MW-06,2015-09-30,329.0
MW-06,2015-12-31,329.4
MW-07,1982-03-31,176.5
MW-07,1982-06-30,217.4
MW-07,1982-09-30,416.2
MW-07,1982-12-31,708.7
MW-07,1983-03-31,1101.0
MW-07,1983-09-30,1920.2
MW-07,1983-12-31,2532.2
MW-07,1984-03-31,3446.8
MW-07,1984-06-30,4375.8
MW-07,1984-09-30,5234.2
MW-07,1984-12-31,7023.5
MW-07,1985-03-31,10658.9
MW-07,1985-06-30,9901.5
MW-07,1985-09-30,11306.9
MW-07,1985-12-31,10910.2
MW-07,1986-03-31,15206.7
MW-07,1986-06-30,17901.5
MW-07,1986-09-30,18863.6
MW-07,1987-03-31,22441.1
MW-07,1987-06-30,25594.9
MW-07,1987-09-30,25709.9
MW-07,1988-09-30,39120.0
MW-07,1988-12-31,43453.7
MW-07,1989-03-31,35093.8
MW-07,1989-06-30,42225.1
MW-07,1989-09-30,41100.3
MW-07,1989-12-31,44348.4
MW-07,1990-03-31,44981.7
MW-07,1990-06-30,41590.7
MW-07,1990-09-30,40235.6
MW-07,1991-03-31,45359.2
MW-07,1991-09-30,33822.3
MW-07,1991-12-31,35633.9
MW-07,1992-03-31,35820.5
MW-07,1992-06-30,35306.2
MW-07,1992-09-30,42430.8
MW-07,1992-12-31,47588.6
MW-07,1993-03-31,36790.1
MW-07,1993-06-30,36202.8
MW-07,1993-09-30,38101.9
MW-07,1993-12-31,40742.2
MW-07,1994-03-31,35061.6
MW-07,1994-06-30,37881.2
MW-07,1994-09-30,37912.3
MW-07,1994-12-31,33504.3
MW-07,1995-03-31,36509.1
MW-07,1995-06-30,32024.9
MW-07,1995-09-30,26932.2
MW-07,1995-12-31,33467.8
MW-07,1996-03-31,29606.7
MW-07,1996-06-30,25082.1
MW-07,1996-09-30,34627.5
MW-07,1996-12-31,30161.6
MW-07,1997-03-31,28930.4
MW-07,1997-06-30,27696.1
MW-07,1997-09-30,24805.0
MW-07,1997-12-31,26324.3
MW-07,1998-03-31,30099.3
MW-07,1998-06-30,26968.8
MW-07,1998-09-30,26561.4
MW-07,1998-12-31,28858.0
MW-07,1999-03-31,28800.5
MW-07,1999-06-30,24857.5
MW-07,1999-09-30,18719.6
MW-07,1999-12-31,22494.4
MW-07,2000-03-31,22049.7
MW-07,2000-06-30,27343.3
MW-07,2000-09-30,26638.5
MW-07,2000-12-31,25674.2
MW-07,2001-03-31,17717.8
MW-07,2001-06-30,25850.0
MW-07,2001-09-30,22291.5
MW-07,2001-12-31,22560.9
MW-07,2002-06-30,21445.7
MW-07,2002-09-30,16588.8
MW-07,2002-12-31,21982.5
MW-07,2003-03-31,19260.8
MW-07,2003-06-30,21418.3
MW-07,2003-09-30,23576.5
MW-07,2003-12-31,20771.8
MW-07,2004-03-31,15619.3
MW-07,2004-06-30,18970.5
MW-07,2004-09-30,20085.5
